Season,PlayerID,PlayerName,Team,GamesPlayed,AtBats,Runs,Hits,HomeRuns,RBIs,StolenBases,Walks,StrikeOuts,BattingAverage,OnBasePercentage,SluggingPercentage,OPS
2011,407833,John Buck,Florida Marlins,140.0,466.0,41.0,106,16,57,0,54,115,0.227,0.316,0.367,0.683
2000,119976,John Olerud,Seattle Mariners,159.0,565.0,84.0,161,14,103,0,102,96,0.285,0.392,0.439,0.831
2001,119976,John Olerud,Seattle Mariners,159.0,572.0,91.0,173,21,95,3,94,70,0.302,0.401,0.472,0.873
2002,119976,John Olerud,Seattle Mariners,154.0,553.0,85.0,166,22,102,0,98,66,0.3,0.403,0.49,0.893
2003,119976,John Olerud,Seattle Mariners,152.0,539.0,64.0,145,10,83,0,84,67,0.269,0.372,0.39,0.762
2001,123639,John Vander Wal,San Francisco Giants,146.0,452.0,58.0,122,14,70,8,68,122,0.27,0.364,0.442,0.806
2000,113028,Johnny Damon,Kansas City Royals,159.0,655.0,136.0,214,16,88,46,65,60,0.327,0.382,0.495,0.877
2001,113028,Johnny Damon,Oakland Athletics,155.0,644.0,108.0,165,9,49,27,61,70,0.256,0.324,0.363,0.687
2002,113028,Johnny Damon,Boston Red Sox,154.0,623.0,118.0,178,14,63,31,65,70,0.286,0.356,0.443,0.799
2003,113028,Johnny Damon,Boston Red Sox,145.0,608.0,103.0,166,12,67,30,68,74,0.273,0.345,0.405,0.75
2004,113028,Johnny Damon,Boston Red Sox,150.0,621.0,123.0,189,20,94,19,76,71,0.304,0.38,0.477,0.857
2005,113028,Johnny Damon,Boston Red Sox,148.0,624.0,117.0,197,10,75,18,53,69,0.316,0.366,0.439,0.805
2006,113028,Johnny Damon,New York Yankees,149.0,593.0,115.0,169,24,80,25,67,85,0.285,0.359,0.482,0.841
2007,113028,Johnny Damon,New York Yankees,141.0,533.0,93.0,144,12,63,27,66,79,0.27,0.351,0.396,0.747
2008,113028,Johnny Damon,New York Yankees,143.0,555.0,95.0,168,17,71,29,64,82,0.303,0.375,0.461,0.836
2009,113028,Johnny Damon,New York Yankees,143.0,550.0,107.0,155,24,82,12,71,98,0.282,0.365,0.489,0.854
2010,113028,Johnny Damon,Detroit Tigers,145.0,539.0,81.0,146,8,51,11,69,90,0.271,0.355,0.401,0.756
2011,113028,Johnny Damon,Tampa Bay Rays,150.0,582.0,79.0,152,16,73,19,51,92,0.261,0.326,0.418,0.744
2004,283051,Johnny Estrada,Atlanta Braves,134.0,462.0,56.0,145,9,76,0,39,66,0.314,0.378,0.45,0.828
2015,543213,Johnny Giavotella,Los Angeles Angels,129.0,453.0,51.0,123,4,49,2,32,59,0.272,0.318,0.375,0.693
2024,12037,Jon Berti,NYY,,,,18,1,6,5,6,14,0.273,0.342,0.318,0.661
2025,12037,Jon Berti,CHC,,,,17,0,2,7,4,18,0.224,0.28,0.25,0.53
2011,445055,Jon Jay,St. Louis Cardinals,159.0,455.0,56.0,135,10,37,6,28,81,0.297,0.344,0.424,0.768
2012,445055,Jon Jay,St. Louis Cardinals,117.0,443.0,70.0,135,4,40,19,34,71,0.305,0.373,0.4,0.773
2013,445055,Jon Jay,St. Louis Cardinals,157.0,548.0,75.0,151,7,67,10,52,103,0.276,0.351,0.37,0.721
2024,10441,Jon Singleton,HOU,,,,83,13,42,0,47,111,0.234,0.321,0.386,0.707
2024,24703,Jonah Bride,MIA,,,,64,11,39,0,30,55,0.276,0.357,0.461,0.818
2025,24703,Jonah Bride,- - -,,,,17,0,5,0,8,26,0.2,0.274,0.224,0.497
2024,16930,Jonah Heim,TEX,,,,101,13,59,1,26,90,0.22,0.267,0.336,0.602
2025,16930,Jonah Heim,TEX,,,,34,6,17,3,8,32,0.254,0.299,0.41,0.709
2024,26599,Jonatan Clase,- - -,,,,15,1,5,3,3,17,0.246,0.303,0.328,0.631
2024,21837,Jonathan Aranda,TBR,,,,30,6,14,0,12,32,0.234,0.308,0.43,0.737
2025,21837,Jonathan Aranda,TBR,,,,45,6,24,0,18,42,0.306,0.391,0.49,0.88
2021,663697,Jonathan India,Cincinnati Reds,150.0,532.0,98.0,143,21,69,12,71,141,0.269,0.376,0.459,0.835
2023,663697,Jonathan India,Cincinnati Reds,119.0,454.0,78.0,111,17,61,14,52,109,0.244,0.338,0.407,0.745
2024,21523,Jonathan India,CIN,,,,132,15,58,13,80,125,0.248,0.357,0.392,0.75
2025,21523,Jonathan India,KCR,,,,40,1,12,0,23,29,0.231,0.33,0.306,0.636
2013,518960,Jonathan Lucroy,Milwaukee Brewers,147.0,521.0,59.0,146,18,82,9,46,69,0.28,0.34,0.455,0.795
2014,518960,Jonathan Lucroy,Milwaukee Brewers,153.0,585.0,73.0,176,13,69,4,66,71,0.301,0.373,0.465,0.838
2016,570731,Jonathan Schoop,Baltimore Orioles,162.0,615.0,82.0,164,25,82,1,21,137,0.267,0.298,0.454,0.752
2017,570731,Jonathan Schoop,Baltimore Orioles,160.0,622.0,92.0,182,32,105,1,35,142,0.293,0.338,0.503,0.841
2021,570731,Jonathan Schoop,Detroit Tigers,156.0,623.0,85.0,173,22,84,2,37,133,0.278,0.32,0.435,0.755
2022,570731,Jonathan Schoop,Detroit Tigers,131.0,481.0,48.0,97,11,38,5,19,107,0.202,0.239,0.322,0.561
2016,542340,Jonathan Villar,Milwaukee Brewers,156.0,589.0,92.0,168,19,63,62,79,174,0.285,0.369,0.457,0.826
2019,542340,Jonathan Villar,Baltimore Orioles,162.0,642.0,111.0,176,24,73,40,61,176,0.274,0.339,0.453,0.792
2021,542340,Jonathan Villar,New York Mets,142.0,454.0,63.0,113,18,42,14,46,132,0.249,0.322,0.416,0.738
2024,26365,Jonny DeLuca,TBR,,,,72,6,31,16,24,77,0.217,0.278,0.331,0.609
2010,430404,Jonny Gomes,Cincinnati Reds,148.0,511.0,77.0,136,18,86,5,39,123,0.266,0.327,0.431,0.758
2024,31431,Jordan Beck,COL,,,,32,3,13,7,12,65,0.188,0.245,0.276,0.521
2025,31431,Jordan Beck,COL,,,,39,8,16,6,12,46,0.271,0.329,0.542,0.871
2012,457574,Jordan Pacheco,Colorado Rockies,132.0,475.0,51.0,147,5,54,7,22,61,0.309,0.341,0.421,0.762
2024,27475,Jordan Walker,STL,,,,33,5,20,1,10,50,0.201,0.253,0.366,0.619
2025,27475,Jordan Walker,STL,,,,27,3,17,3,10,48,0.194,0.257,0.281,0.537
2024,27815,Jordan Westburg,BAL,,,,110,18,63,6,22,97,0.264,0.312,0.481,0.792
2025,27815,Jordan Westburg,BAL,,,,20,4,6,0,5,22,0.217,0.265,0.391,0.657
2014,474568,Jordy Mercer,Pittsburgh Pirates,149.0,506.0,56.0,129,12,55,4,35,89,0.255,0.305,0.387,0.692
2016,474568,Jordy Mercer,Pittsburgh Pirates,149.0,519.0,66.0,133,11,59,1,51,83,0.256,0.328,0.374,0.702
2017,474568,Jordy Mercer,Pittsburgh Pirates,145.0,502.0,52.0,128,14,58,0,51,88,0.255,0.326,0.406,0.732
2005,408305,Jorge Cantu,Tampa Bay Devil Rays,150.0,598.0,73.0,171,28,117,1,19,83,0.286,0.311,0.497,0.808
2008,408305,Jorge Cantu,Florida Marlins,155.0,628.0,92.0,174,29,95,6,40,111,0.277,0.327,0.481,0.808
2009,408305,Jorge Cantu,Florida Marlins,149.0,585.0,67.0,169,16,100,3,47,81,0.289,0.345,0.443,0.788
2022,622761,Jorge Mateo,Baltimore Orioles,150.0,494.0,63.0,109,13,50,35,27,147,0.221,0.267,0.379,0.646
2024,17273,Jorge Mateo,BAL,,,,44,5,18,13,10,48,0.229,0.267,0.401,0.668
2017,593871,Jorge Polanco,Minnesota Twins,133.0,488.0,60.0,125,13,74,13,41,78,0.256,0.313,0.41,0.723
2019,593871,Jorge Polanco,Minnesota Twins,153.0,631.0,107.0,186,22,79,4,60,116,0.295,0.356,0.485,0.841
2020,593871,Jorge Polanco,Minnesota Twins,55.0,209.0,22.0,54,4,19,4,13,35,0.258,0.304,0.354,0.658
2021,593871,Jorge Polanco,Minnesota Twins,152.0,588.0,97.0,158,33,98,11,45,118,0.269,0.323,0.503,0.826
2024,13152,Jorge Polanco,SEA,,,,89,16,45,4,46,137,0.213,0.296,0.355,0.651
2025,13152,Jorge Polanco,SEA,,,,37,10,30,1,9,21,0.285,0.338,0.562,0.9
2000,120691,Jorge Posada,New York Yankees,151.0,505.0,92.0,145,28,86,2,107,151,0.287,0.417,0.527,0.944
2001,120691,Jorge Posada,New York Yankees,138.0,484.0,59.0,134,22,95,2,62,132,0.277,0.363,0.475,0.838
2002,120691,Jorge Posada,New York Yankees,143.0,511.0,79.0,137,20,99,1,81,143,0.268,0.37,0.468,0.838
2003,120691,Jorge Posada,New York Yankees,142.0,481.0,83.0,135,30,101,2,93,110,0.281,0.405,0.518,0.923
2004,120691,Jorge Posada,New York Yankees,137.0,449.0,72.0,122,21,81,1,88,92,0.272,0.4,0.481,0.881
2005,120691,Jorge Posada,New York Yankees,142.0,474.0,67.0,124,19,71,1,66,94,0.262,0.352,0.43,0.782
2006,120691,Jorge Posada,New York Yankees,143.0,465.0,65.0,129,23,93,3,64,97,0.277,0.374,0.492,0.866
2007,120691,Jorge Posada,New York Yankees,144.0,506.0,91.0,171,20,90,2,74,98,0.338,0.426,0.543,0.969
2019,624585,Jorge Soler,Kansas City Royals,162.0,589.0,95.0,156,48,117,3,73,178,0.265,0.354,0.569,0.923
2023,624585,Jorge Soler,Miami Marlins,137.0,504.0,77.0,126,36,75,1,66,141,0.25,0.341,0.512,0.853
2024,14221,Jorge Soler,- - -,,,,119,21,64,1,68,141,0.241,0.338,0.442,0.78
2025,14221,Jorge Soler,LAA,,,,39,7,19,0,16,55,0.227,0.301,0.407,0.707
2024,15676,Jose Abreu,HOU,,,,14,2,7,0,4,28,0.124,0.167,0.195,0.361
2012,514888,Jose Altuve,Houston Astros,147.0,576.0,80.0,167,7,37,33,40,74,0.29,0.34,0.399,0.739
2013,514888,Jose Altuve,Houston Astros,152.0,626.0,64.0,177,5,52,35,32,85,0.283,0.316,0.363,0.679
2014,514888,Jose Altuve,Houston Astros,158.0,660.0,85.0,225,7,59,56,36,53,0.341,0.377,0.453,0.83
2015,514888,Jose Altuve,Houston Astros,154.0,638.0,86.0,200,15,66,38,33,67,0.313,0.353,0.459,0.812
2016,514888,Jose Altuve,Houston Astros,161.0,640.0,108.0,216,24,96,30,60,70,0.338,0.396,0.531,0.927
2017,514888,Jose Altuve,Houston Astros,153.0,590.0,112.0,204,24,81,32,58,84,0.346,0.41,0.547,0.957
2018,514888,Jose Altuve,Houston Astros,137.0,534.0,84.0,169,13,61,17,55,79,0.316,0.386,0.451,0.837
2019,514888,Jose Altuve,Houston Astros,124.0,500.0,89.0,149,31,74,6,41,82,0.298,0.353,0.55,0.903
2020,514888,Jose Altuve,Houston Astros,48.0,192.0,32.0,42,5,18,2,17,39,0.219,0.286,0.344,0.63
2021,514888,Jose Altuve,Houston Astros,146.0,601.0,117.0,167,31,83,5,66,91,0.278,0.35,0.489,0.839
2022,514888,Jose Altuve,Houston Astros,141.0,527.0,103.0,158,28,57,18,66,87,0.3,0.387,0.533,0.92
2024,5417,Jose Altuve,HOU,,,,185,20,65,22,47,119,0.295,0.35,0.439,0.79
2025,5417,Jose Altuve,HOU,,,,49,6,18,4,15,36,0.253,0.303,0.376,0.68
2024,18821,Jose Azocar,SDP,,,,16,0,2,5,5,19,0.219,0.269,0.247,0.516
2024,23401,Jose Caballero,TBR,,,,100,9,44,44,27,133,0.227,0.283,0.347,0.63
2025,23401,Jose Caballero,TBR,,,,28,1,14,15,14,39,0.248,0.328,0.363,0.691
2006,425489,Jose Castillo,Pittsburgh Pirates,148.0,518.0,54.0,131,14,65,6,32,98,0.253,0.299,0.382,0.681
2024,21746,Jose Fermin,STL,,,,11,0,4,2,7,11,0.155,0.241,0.197,0.438
2004,115229,Jose Guillen,Anaheim Angels,148.0,565.0,88.0,166,27,104,5,37,92,0.294,0.352,0.497,0.849
2005,115229,Jose Guillen,Washington Nationals,148.0,551.0,81.0,156,24,76,1,31,102,0.283,0.338,0.479,0.817
2007,115229,Jose Guillen,Seattle Mariners,153.0,593.0,84.0,172,23,99,5,41,118,0.29,0.353,0.46,0.813
2008,115229,Jose Guillen,Kansas City Royals,153.0,598.0,66.0,158,20,97,2,23,106,0.264,0.3,0.438,0.738
2024,17040,Jose Herrera,ARI,,,,22,1,13,0,9,27,0.227,0.29,0.32,0.609
2025,17040,Jose Herrera,ARI,,,,10,1,5,0,9,14,0.196,0.317,0.314,0.63
2016,578428,Jose Iglesias,Detroit Tigers,137.0,467.0,57.0,119,4,32,7,28,50,0.255,0.306,0.336,0.642
2019,578428,Jose Iglesias,Cincinnati Reds,146.0,504.0,62.0,145,11,59,6,20,70,0.288,0.318,0.407,0.725
2021,578428,Jose Iglesias,Boston Red Sox,137.0,483.0,65.0,131,9,48,5,21,75,0.271,0.309,0.391,0.7
2024,10231,Jose Iglesias,NYM,,,,91,4,26,6,12,39,0.337,0.381,0.448,0.83
2025,10231,Jose Iglesias,SDP,,,,25,0,10,2,3,15,0.243,0.291,0.282,0.572
2006,430946,Jose Lopez,Seattle Mariners,151.0,603.0,78.0,170,10,79,5,26,80,0.282,0.319,0.405,0.724
2007,430946,Jose Lopez,Seattle Mariners,149.0,524.0,58.0,132,11,62,2,20,64,0.252,0.284,0.355,0.639
2008,430946,Jose Lopez,Seattle Mariners,159.0,644.0,80.0,191,17,89,6,27,67,0.297,0.322,0.443,0.765
2009,430946,Jose Lopez,Seattle Mariners,153.0,613.0,69.0,167,25,96,3,24,69,0.272,0.303,0.463,0.766
2010,430946,Jose Lopez,Seattle Mariners,150.0,593.0,49.0,142,10,58,3,23,66,0.239,0.27,0.339,0.609
2001,150197,Jose Macias,Detroit Tigers,137.0,488.0,62.0,131,8,51,21,32,54,0.268,0.316,0.391,0.707
2024,20538,Jose Miranda,MIN,,,,114,9,49,2,18,66,0.284,0.322,0.441,0.763
2000,119948,Jose Offerman,Boston Red Sox,116.0,451.0,73.0,115,9,41,0,70,70,0.255,0.354,0.359,0.713
2001,119948,Jose Offerman,Boston Red Sox,128.0,524.0,76.0,140,9,49,5,61,97,0.267,0.342,0.374,0.716
2024,13510,Jose Ramirez,CLE,,,,173,39,118,41,54,82,0.279,0.335,0.537,0.872
2025,13510,Jose Ramirez,CLE,,,,55,9,25,13,17,21,0.306,0.365,0.522,0.887
2024,17452,Jose Siri,TBR,,,,75,18,47,14,31,170,0.187,0.255,0.366,0.62
2024,23691,Jose Tena,- - -,,,,43,3,15,6,7,41,0.267,0.298,0.354,0.652
2025,23691,Jose Tena,WSN,,,,24,0,9,1,8,23,0.247,0.302,0.351,0.652
2024,16725,Jose Trevino,NYY,,,,45,8,28,1,20,41,0.215,0.288,0.354,0.642
2025,16725,Jose Trevino,CIN,,,,29,3,10,0,6,15,0.293,0.33,0.495,0.825
2000,123610,Jose Valentin,Chicago White Sox,144.0,568.0,107.0,155,25,92,19,59,106,0.273,0.343,0.491,0.834
2001,123610,Jose Valentin,Chicago White Sox,124.0,438.0,74.0,113,28,68,9,50,114,0.258,0.336,0.509,0.845
2002,123610,Jose Valentin,Chicago White Sox,135.0,474.0,70.0,118,25,75,3,43,99,0.249,0.311,0.479,0.79
2003,123610,Jose Valentin,Chicago White Sox,144.0,503.0,79.0,119,28,74,8,54,114,0.237,0.313,0.463,0.776
2004,123610,Jose Valentin,Chicago White Sox,125.0,450.0,73.0,97,30,70,8,43,139,0.216,0.287,0.473,0.76
2000,123723,Jose Vidro,Montreal Expos,153.0,606.0,101.0,200,24,97,5,49,69,0.33,0.379,0.54,0.919
2001,123723,Jose Vidro,Montreal Expos,124.0,486.0,82.0,155,15,59,4,31,49,0.319,0.371,0.486,0.857
2002,123723,Jose Vidro,Montreal Expos,152.0,604.0,103.0,190,19,96,2,60,70,0.315,0.378,0.49,0.868
2003,123723,Jose Vidro,Montreal Expos,144.0,509.0,77.0,158,15,65,3,69,50,0.31,0.397,0.47,0.867
2006,123723,Jose Vidro,Washington Nationals,126.0,463.0,52.0,134,7,47,1,41,48,0.289,0.348,0.395,0.743
2007,123723,Jose Vidro,Seattle Mariners,147.0,548.0,78.0,172,6,59,0,63,57,0.314,0.381,0.394,0.775
2006,429662,Josh Barfield,San Diego Padres,150.0,539.0,72.0,151,13,58,21,30,81,0.28,0.318,0.423,0.741
2017,605137,Josh Bell,Pittsburgh Pirates,159.0,549.0,75.0,140,26,90,2,66,117,0.255,0.334,0.466,0.8
2018,605137,Josh Bell,Pittsburgh Pirates,148.0,501.0,74.0,131,12,62,2,77,104,0.261,0.357,0.411,0.768
2019,605137,Josh Bell,Pittsburgh Pirates,143.0,527.0,94.0,146,37,116,0,74,118,0.277,0.367,0.569,0.936
2020,605137,Josh Bell,Pittsburgh Pirates,57.0,195.0,22.0,44,8,22,0,22,59,0.226,0.305,0.364,0.669
2021,605137,Josh Bell,Washington Nationals,144.0,498.0,75.0,130,27,88,0,65,101,0.261,0.347,0.476,0.823
2022,605137,Josh Bell,San Diego Padres,156.0,552.0,78.0,147,17,71,0,81,102,0.266,0.362,0.422,0.784
2024,13145,Josh Bell,- - -,,,,134,19,71,0,51,120,0.249,0.319,0.405,0.725
2025,13145,Josh Bell,WSN,,,,23,6,15,0,18,40,0.154,0.254,0.295,0.55
2013,518626,Josh Donaldson,Oakland Athletics,158.0,579.0,89.0,174,24,93,5,76,110,0.301,0.384,0.499,0.883
2014,518626,Josh Donaldson,Oakland Athletics,158.0,608.0,93.0,155,29,98,8,76,130,0.255,0.342,0.456,0.798
2015,518626,Josh Donaldson,Toronto Blue Jays,158.0,620.0,122.0,184,41,123,6,73,133,0.297,0.371,0.568,0.939
2016,518626,Josh Donaldson,Toronto Blue Jays,155.0,577.0,122.0,164,37,99,7,109,119,0.284,0.404,0.549,0.953
2019,518626,Josh Donaldson,Atlanta Braves,155.0,549.0,96.0,142,37,94,4,100,155,0.259,0.379,0.521,0.9
2021,518626,Josh Donaldson,Minnesota Twins,135.0,457.0,73.0,113,26,72,0,74,114,0.247,0.352,0.475,0.827
2022,518626,Josh Donaldson,New York Yankees,132.0,478.0,59.0,106,15,62,2,54,148,0.222,0.308,0.374,0.682
2008,285078,Josh Hamilton,Texas Rangers,156.0,624.0,98.0,190,32,130,9,64,126,0.304,0.371,0.53,0.901
2010,285078,Josh Hamilton,Texas Rangers,133.0,518.0,95.0,186,32,100,8,43,95,0.359,0.411,0.633,1.044
2011,285078,Josh Hamilton,Texas Rangers,121.0,487.0,80.0,145,25,94,8,39,93,0.298,0.346,0.536,0.882
2012,285078,Josh Hamilton,Texas Rangers,148.0,562.0,103.0,160,43,128,7,60,162,0.285,0.354,0.577,0.931
2013,285078,Josh Hamilton,Los Angeles Angels,151.0,576.0,73.0,144,21,79,4,47,158,0.25,0.307,0.432,0.739
2014,543281,Josh Harrison,Pittsburgh Pirates,143.0,520.0,77.0,164,13,52,18,22,81,0.315,0.347,0.49,0.837
2016,543281,Josh Harrison,Pittsburgh Pirates,131.0,487.0,57.0,138,4,59,19,18,76,0.283,0.311,0.388,0.699
2017,543281,Josh Harrison,Pittsburgh Pirates,128.0,486.0,66.0,132,16,47,12,28,90,0.272,0.339,0.432,0.771
2023,673962,Josh Jung,Texas Rangers,122.0,478.0,75.0,127,23,70,1,30,151,0.266,0.315,0.467,0.782
2024,26299,Josh Jung,TEX,,,,47,7,16,4,8,48,0.264,0.298,0.421,0.719
2025,26299,Josh Jung,TEX,,,,45,7,19,3,10,36,0.288,0.331,0.481,0.812
2024,19953,Josh Lowe,TBR,,,,85,10,34,25,32,123,0.241,0.302,0.391,0.693
2024,18839,Josh Naylor,CLE,,,,137,31,108,6,58,105,0.243,0.32,0.456,0.776
2025,18839,Josh Naylor,ARI,,,,55,5,29,8,19,27,0.289,0.354,0.432,0.785
2012,502210,Josh Reddick,Oakland Athletics,156.0,611.0,85.0,148,32,85,11,55,151,0.242,0.305,0.463,0.768
2015,502210,Josh Reddick,Oakland Athletics,149.0,526.0,67.0,143,20,77,10,49,65,0.272,0.333,0.449,0.782
2017,502210,Josh Reddick,Houston Astros,134.0,477.0,77.0,150,13,82,7,43,72,0.314,0.363,0.484,0.847
2019,502210,Josh Reddick,Houston Astros,141.0,501.0,57.0,138,14,56,5,36,66,0.275,0.319,0.409,0.728
2020,502210,Josh Reddick,Houston Astros,56.0,188.0,22.0,46,4,23,1,20,42,0.245,0.316,0.378,0.694
2021,668942,Josh Rojas,Arizona Diamondbacks,139.0,484.0,69.0,128,11,44,9,58,137,0.264,0.341,0.411,0.752
2022,668942,Josh Rojas,Arizona Diamondbacks,125.0,443.0,66.0,119,9,56,23,55,98,0.269,0.349,0.391,0.74
2024,19734,Josh Rojas,SEA,,,,95,8,31,10,46,108,0.225,0.304,0.336,0.641
2025,19734,Josh Rojas,CHW,,,,7,0,2,1,6,17,0.156,0.255,0.156,0.41
2024,26396,Josh Smith,TEX,,,,135,13,62,11,46,121,0.258,0.337,0.394,0.731
2025,26396,Josh Smith,TEX,,,,40,4,11,5,14,30,0.274,0.34,0.397,0.737
2006,425545,Josh Willingham,Florida Marlins,142.0,502.0,62.0,139,26,74,2,54,109,0.277,0.356,0.496,0.852
2007,425545,Josh Willingham,Florida Marlins,144.0,521.0,75.0,138,21,89,8,66,122,0.265,0.364,0.463,0.827
2009,425545,Josh Willingham,Washington Nationals,133.0,427.0,70.0,111,24,61,4,61,104,0.26,0.367,0.496,0.863
2011,425545,Josh Willingham,Oakland Athletics,136.0,488.0,69.0,120,29,98,4,56,150,0.246,0.332,0.477,0.809
2012,425545,Josh Willingham,Minnesota Twins,145.0,519.0,85.0,135,35,110,3,76,141,0.26,0.366,0.524,0.89
2024,19818,Joshua Palacios,PIT,,,,15,2,9,1,10,12,0.224,0.333,0.343,0.677
2025,19818,Joshua Palacios,CHW,,,,20,2,7,0,10,25,0.222,0.32,0.333,0.654
2014,547989,José Abreu,Chicago White Sox,145.0,556.0,80.0,176,36,107,3,51,131,0.317,0.383,0.581,0.964
2015,547989,José Abreu,Chicago White Sox,154.0,613.0,88.0,178,30,101,0,39,140,0.29,0.347,0.502,0.849
2016,547989,José Abreu,Chicago White Sox,159.0,624.0,67.0,183,25,100,0,47,125,0.293,0.353,0.468,0.821
2017,547989,José Abreu,Chicago White Sox,156.0,621.0,95.0,189,33,102,3,35,119,0.304,0.354,0.552,0.906
2018,547989,José Abreu,Chicago White Sox,128.0,499.0,68.0,132,22,78,2,37,109,0.265,0.325,0.473,0.798
2019,547989,José Abreu,Chicago White Sox,159.0,634.0,85.0,180,33,123,2,36,152,0.284,0.33,0.503,0.833
2020,547989,José Abreu,Chicago White Sox,60.0,240.0,43.0,76,19,60,0,18,59,0.317,0.37,0.617,0.987
2021,547989,José Abreu,Chicago White Sox,152.0,566.0,86.0,148,30,117,1,61,143,0.261,0.351,0.481,0.832
2022,547989,José Abreu,Chicago White Sox,157.0,601.0,85.0,183,15,75,0,62,110,0.304,0.378,0.446,0.824
2023,547989,José Abreu,Houston Astros,141.0,540.0,62.0,128,18,90,0,42,130,0.237,0.296,0.383,0.679
2007,430832,José Bautista,Pittsburgh Pirates,142.0,532.0,75.0,135,15,63,6,68,101,0.254,0.339,0.414,0.753
2010,430832,José Bautista,Toronto Blue Jays,161.0,569.0,109.0,148,54,124,9,100,116,0.26,0.378,0.617,0.995
2011,430832,José Bautista,Toronto Blue Jays,149.0,513.0,105.0,155,43,103,9,132,111,0.302,0.447,0.608,1.055
2013,430832,José Bautista,Toronto Blue Jays,118.0,452.0,82.0,117,28,73,7,69,84,0.259,0.358,0.498,0.856
2014,430832,José Bautista,Toronto Blue Jays,155.0,553.0,101.0,158,35,103,6,104,96,0.286,0.403,0.524,0.927
2015,430832,José Bautista,Toronto Blue Jays,153.0,543.0,108.0,136,40,114,8,110,106,0.25,0.377,0.536,0.913
2016,430832,José Bautista,Toronto Blue Jays,116.0,423.0,68.0,99,22,69,2,87,103,0.234,0.366,0.452,0.818
2017,430832,José Bautista,Toronto Blue Jays,157.0,587.0,92.0,119,23,65,6,84,170,0.203,0.308,0.366,0.674
2000,112903,José Cruz Jr.,Toronto Blue Jays,162.0,603.0,91.0,146,31,76,15,71,129,0.242,0.323,0.466,0.789
2001,112903,José Cruz Jr.,Toronto Blue Jays,146.0,577.0,92.0,158,34,88,32,45,138,0.274,0.326,0.53,0.856
2002,112903,José Cruz Jr.,Toronto Blue Jays,124.0,466.0,64.0,114,18,70,7,51,106,0.245,0.317,0.438,0.755
2003,112903,José Cruz Jr.,San Francisco Giants,158.0,539.0,90.0,135,20,68,5,102,121,0.25,0.366,0.414,0.78
2004,112903,José Cruz Jr.,Tampa Bay Devil Rays,153.0,545.0,76.0,132,21,78,11,76,117,0.242,0.333,0.433,0.766
2001,115825,José Hernández,Milwaukee Brewers,152.0,542.0,67.0,135,25,78,5,39,185,0.249,0.3,0.443,0.743
2002,115825,José Hernández,Milwaukee Brewers,152.0,525.0,72.0,151,24,73,3,52,188,0.288,0.356,0.478,0.834
2003,115825,José Hernández,Pittsburgh Pirates,150.0,519.0,58.0,117,13,57,2,46,177,0.225,0.287,0.347,0.634
2018,500874,José Martínez,St. Louis Cardinals,152.0,534.0,64.0,163,17,83,0,49,104,0.305,0.364,0.457,0.821
2017,606299,José Peraza,Cincinnati Reds,143.0,487.0,50.0,126,5,37,23,20,70,0.259,0.297,0.324,0.621
2018,606299,José Peraza,Cincinnati Reds,157.0,632.0,85.0,182,14,58,23,29,75,0.288,0.326,0.416,0.742
2016,608070,José Ramírez,Cleveland Indians,152.0,565.0,84.0,176,11,76,22,44,62,0.312,0.363,0.462,0.825
2017,608070,José Ramírez,Cleveland Indians,152.0,585.0,107.0,186,29,83,17,52,69,0.318,0.374,0.583,0.957
2018,608070,José Ramírez,Cleveland Indians,157.0,578.0,110.0,156,39,105,34,106,80,0.27,0.387,0.552,0.939
2019,608070,José Ramírez,Cleveland Indians,129.0,482.0,68.0,123,23,83,24,52,74,0.255,0.327,0.479,0.806
2020,608070,José Ramírez,Cleveland Indians,58.0,219.0,45.0,64,17,46,10,31,43,0.292,0.386,0.607,0.993
2021,608070,José Ramírez,Cleveland Indians,152.0,552.0,111.0,147,36,103,27,72,87,0.266,0.355,0.538,0.893
2022,608070,José Ramírez,Cleveland Guardians,157.0,601.0,90.0,168,29,126,20,69,82,0.28,0.355,0.514,0.869
2023,608070,José Ramírez,Cleveland Guardians,156.0,611.0,87.0,172,24,80,28,73,73,0.282,0.356,0.475,0.831
2005,408314,José Reyes,New York Mets,161.0,696.0,99.0,190,7,58,60,27,78,0.273,0.3,0.386,0.686
2006,408314,José Reyes,New York Mets,153.0,647.0,122.0,194,19,81,64,53,81,0.3,0.354,0.487,0.841
2007,408314,José Reyes,New York Mets,160.0,681.0,119.0,191,12,57,78,77,78,0.28,0.354,0.421,0.775
2008,408314,José Reyes,New York Mets,159.0,688.0,113.0,204,16,68,56,66,82,0.297,0.358,0.475,0.833
2010,408314,José Reyes,New York Mets,133.0,563.0,83.0,159,11,54,30,31,63,0.282,0.321,0.428,0.749
2011,408314,José Reyes,New York Mets,126.0,537.0,101.0,181,7,44,39,43,41,0.337,0.384,0.493,0.877
2012,408314,José Reyes,Miami Marlins,160.0,642.0,86.0,184,11,57,40,63,56,0.287,0.347,0.433,0.78
2014,408314,José Reyes,Toronto Blue Jays,143.0,610.0,94.0,175,9,51,30,38,73,0.287,0.328,0.398,0.726
2017,408314,José Reyes,New York Mets,145.0,501.0,75.0,123,15,58,24,50,79,0.246,0.315,0.413,0.728
2000,113845,Juan Encarnacion,Detroit Tigers,141.0,547.0,75.0,158,14,72,16,29,90,0.289,0.33,0.433,0.763
