Season,PlayerID,PlayerName,Team,GamesPlayed,AtBats,Runs,Hits,HomeRuns,RBIs,StolenBases,Walks,StrikeOuts,BattingAverage,OnBasePercentage,SluggingPercentage,OPS
2024,21078,Trey Cabbage,HOU,,,,18,1,8,1,4,34,0.209,0.253,0.337,0.59
2024,31567,Trey Lipscomb,WSN,,,,38,1,10,11,16,40,0.2,0.268,0.232,0.5
2017,641820,Trey Mancini,Baltimore Orioles,147.0,543.0,65.0,159,24,78,1,33,139,0.293,0.338,0.488,0.826
2018,641820,Trey Mancini,Baltimore Orioles,156.0,582.0,69.0,141,24,58,0,44,153,0.242,0.299,0.416,0.715
2019,641820,Trey Mancini,Baltimore Orioles,154.0,602.0,106.0,175,35,97,1,63,143,0.291,0.364,0.535,0.899
2021,641820,Trey Mancini,Baltimore Orioles,147.0,556.0,77.0,142,21,71,0,51,143,0.255,0.326,0.432,0.758
2022,641820,Trey Mancini,Houston Astros,143.0,519.0,56.0,124,18,63,0,53,135,0.239,0.319,0.391,0.71
2024,29575,Trey Sweeney,DET,,,,24,4,17,2,7,32,0.218,0.269,0.373,0.642
2025,29575,Trey Sweeney,DET,,,,39,4,23,2,16,43,0.239,0.302,0.344,0.646
2023,671213,Triston Casas,Boston Red Sox,132.0,429.0,66.0,113,24,65,0,70,126,0.263,0.367,0.49,0.857
2024,22514,Triston Casas,BOS,,,,51,13,32,0,30,77,0.241,0.337,0.462,0.8
2025,22514,Triston Casas,BOS,,,,18,3,11,0,11,27,0.182,0.277,0.303,0.58
2000,119811,Trot Nixon,Boston Red Sox,123.0,427.0,66.0,118,12,60,8,63,85,0.276,0.368,0.461,0.829
2001,119811,Trot Nixon,Boston Red Sox,148.0,535.0,100.0,150,27,88,7,79,113,0.28,0.376,0.505,0.881
2002,119811,Trot Nixon,Boston Red Sox,152.0,532.0,81.0,136,24,94,4,65,109,0.256,0.338,0.47,0.808
2003,119811,Trot Nixon,Boston Red Sox,134.0,441.0,81.0,135,28,87,4,65,96,0.306,0.396,0.578,0.974
2000,136267,Troy Glaus,Anaheim Angels,159.0,563.0,120.0,160,47,102,14,112,163,0.284,0.404,0.604,1.008
2001,136267,Troy Glaus,Anaheim Angels,161.0,588.0,100.0,147,41,108,10,107,158,0.25,0.367,0.531,0.898
2002,136267,Troy Glaus,Anaheim Angels,156.0,569.0,99.0,142,30,111,10,88,144,0.25,0.352,0.453,0.805
2005,136267,Troy Glaus,Arizona Diamondbacks,149.0,538.0,78.0,139,37,97,4,84,145,0.258,0.363,0.522,0.885
2006,136267,Troy Glaus,Toronto Blue Jays,153.0,540.0,105.0,136,38,104,3,86,134,0.252,0.355,0.513,0.868
2008,136267,Troy Glaus,St. Louis Cardinals,151.0,544.0,69.0,147,27,99,0,87,104,0.27,0.372,0.483,0.855
2000,119975,Troy O'Leary,Boston Red Sox,138.0,513.0,68.0,134,13,70,0,44,76,0.261,0.32,0.411,0.731
2007,453064,Troy Tulowitzki,Colorado Rockies,155.0,609.0,104.0,177,24,99,7,57,130,0.291,0.359,0.479,0.838
2009,453064,Troy Tulowitzki,Colorado Rockies,151.0,543.0,101.0,161,32,92,20,73,112,0.297,0.377,0.552,0.929
2010,453064,Troy Tulowitzki,Colorado Rockies,122.0,470.0,89.0,148,27,95,11,48,78,0.315,0.381,0.568,0.949
2011,453064,Troy Tulowitzki,Colorado Rockies,143.0,537.0,81.0,162,30,105,9,59,79,0.302,0.372,0.544,0.916
2013,453064,Troy Tulowitzki,Colorado Rockies,126.0,446.0,72.0,139,25,82,1,57,85,0.312,0.391,0.54,0.931
2016,453064,Troy Tulowitzki,Toronto Blue Jays,131.0,492.0,54.0,125,24,79,1,43,101,0.254,0.318,0.443,0.761
2018,571466,Tucker Barnhart,Cincinnati Reds,138.0,460.0,50.0,114,10,46,0,54,96,0.248,0.328,0.372,0.7
2024,10200,Tucker Barnhart,ARI,,,,14,0,6,1,13,31,0.173,0.287,0.21,0.497
2021,664034,Ty France,Seattle Mariners,152.0,571.0,85.0,166,18,73,0,46,106,0.291,0.368,0.445,0.813
2022,664034,Ty France,Seattle Mariners,140.0,551.0,65.0,151,20,83,0,35,94,0.274,0.338,0.436,0.774
2023,664034,Ty France,Seattle Mariners,158.0,587.0,79.0,147,12,58,1,43,117,0.25,0.337,0.366,0.703
2024,17982,Ty France,- - -,,,,112,13,51,1,38,114,0.234,0.305,0.365,0.67
2025,17982,Ty France,MIN,,,,44,4,26,1,10,29,0.253,0.318,0.368,0.686
2003,421064,Ty Wigginton,New York Mets,156.0,573.0,73.0,146,11,71,12,46,124,0.255,0.318,0.396,0.714
2004,421064,Ty Wigginton,Pittsburgh Pirates,144.0,494.0,63.0,129,17,66,7,45,82,0.261,0.324,0.433,0.757
2010,421064,Ty Wigginton,Baltimore Orioles,154.0,581.0,63.0,144,22,76,0,50,116,0.248,0.312,0.415,0.727
2024,29949,Tyler Black,MIL,,,,10,0,2,3,7,17,0.204,0.316,0.245,0.561
2024,26208,Tyler Fitzgerald,SFG,,,,88,15,34,17,22,108,0.28,0.334,0.497,0.831
2025,26208,Tyler Fitzgerald,SFG,,,,28,2,7,5,8,27,0.275,0.333,0.412,0.745
2024,22532,Tyler Freeman,CLE,,,,69,7,32,11,28,53,0.209,0.305,0.321,0.626
2025,13897,Tyler Heineman,TOR,,,,19,1,6,2,2,10,0.396,0.412,0.542,0.953
2024,17893,Tyler Nevin,OAK,,,,50,7,20,1,25,64,0.204,0.288,0.331,0.618
2021,641933,Tyler O'Neill,St. Louis Cardinals,138.0,482.0,89.0,138,34,80,15,38,168,0.286,0.352,0.56,0.912
2024,15711,Tyler O'Neill,BOS,,,,99,31,61,4,53,159,0.241,0.336,0.511,0.847
2025,15711,Tyler O'Neill,BAL,,,,15,2,10,2,9,27,0.188,0.28,0.325,0.605
2024,27467,Tyler Soderstrom,OAK,,,,44,9,26,0,20,53,0.233,0.315,0.429,0.743
2025,27467,Tyler Soderstrom,ATH,,,,55,10,30,2,18,52,0.275,0.339,0.475,0.814
2023,663886,Tyler Stephenson,Cincinnati Reds,142.0,465.0,59.0,113,13,56,0,47,135,0.243,0.317,0.378,0.695
2024,17988,Tyler Stephenson,CIN,,,,118,19,66,1,48,117,0.258,0.338,0.444,0.782
2025,17988,Tyler Stephenson,CIN,,,,11,1,6,0,9,28,0.186,0.294,0.322,0.616
2024,15730,Tyler Wade,SDP,,,,30,0,8,8,11,29,0.217,0.285,0.239,0.524
2025,15730,Tyler Wade,SDP,,,,15,0,4,0,9,20,0.263,0.364,0.316,0.679
2024,13675,Tyrone Taylor,NYM,,,,79,7,35,11,19,80,0.248,0.299,0.401,0.701
2025,13675,Tyrone Taylor,NYM,,,,34,1,8,4,4,31,0.252,0.303,0.363,0.666
2024,26031,Vaughn Grissom,BOS,,,,20,0,6,2,7,24,0.19,0.246,0.219,0.465
2002,150484,Vernon Wells,Toronto Blue Jays,159.0,608.0,87.0,167,23,100,9,27,85,0.275,0.305,0.457,0.762
2003,150484,Vernon Wells,Toronto Blue Jays,161.0,678.0,118.0,215,33,117,4,42,80,0.317,0.359,0.55,0.909
2004,150484,Vernon Wells,Toronto Blue Jays,134.0,536.0,82.0,146,23,67,9,51,83,0.272,0.337,0.472,0.809
2005,150484,Vernon Wells,Toronto Blue Jays,156.0,620.0,78.0,167,28,97,8,47,86,0.269,0.32,0.463,0.783
2006,150484,Vernon Wells,Toronto Blue Jays,154.0,611.0,91.0,185,32,106,17,54,90,0.303,0.357,0.542,0.899
2007,150484,Vernon Wells,Toronto Blue Jays,149.0,584.0,85.0,143,16,80,10,49,89,0.245,0.304,0.402,0.706
2009,150484,Vernon Wells,Toronto Blue Jays,158.0,630.0,84.0,164,15,66,17,48,86,0.26,0.311,0.4,0.711
2010,150484,Vernon Wells,Toronto Blue Jays,157.0,590.0,79.0,161,31,88,6,50,84,0.273,0.331,0.515,0.846
2011,150484,Vernon Wells,Los Angeles Angels,131.0,505.0,60.0,110,25,66,9,20,86,0.218,0.248,0.412,0.66
2024,14968,Victor Caratini,HOU,,,,66,8,30,0,23,53,0.269,0.336,0.408,0.744
2025,14968,Victor Caratini,HOU,,,,25,3,6,0,7,18,0.275,0.353,0.429,0.782
2004,400121,Victor Martinez,Cleveland Indians,141.0,520.0,77.0,147,23,108,0,60,69,0.283,0.359,0.492,0.851
2005,400121,Victor Martinez,Cleveland Indians,147.0,547.0,73.0,167,20,80,0,63,78,0.305,0.378,0.475,0.853
2006,400121,Victor Martinez,Cleveland Indians,153.0,572.0,82.0,181,16,93,0,71,78,0.316,0.391,0.465,0.856
2007,400121,Victor Martinez,Cleveland Indians,147.0,562.0,78.0,169,25,114,0,62,76,0.301,0.374,0.505,0.879
2009,400121,Victor Martinez,Boston Red Sox,155.0,588.0,88.0,178,23,108,1,75,74,0.303,0.381,0.48,0.861
2010,400121,Victor Martinez,Boston Red Sox,127.0,493.0,64.0,149,20,79,1,40,52,0.302,0.351,0.493,0.844
2011,400121,Victor Martinez,Detroit Tigers,145.0,540.0,76.0,178,12,103,1,46,51,0.33,0.38,0.47,0.85
2013,400121,Victor Martinez,Detroit Tigers,159.0,605.0,68.0,182,14,83,0,54,62,0.301,0.355,0.43,0.785
2014,400121,Victor Martinez,Detroit Tigers,151.0,561.0,87.0,188,32,103,3,70,42,0.335,0.409,0.565,0.974
2016,400121,Victor Martinez,Detroit Tigers,154.0,553.0,65.0,160,27,86,0,50,90,0.289,0.351,0.476,0.827
2018,400121,Victor Martinez,Detroit Tigers,133.0,467.0,32.0,117,9,54,0,32,49,0.251,0.297,0.353,0.65
2020,622682,Victor Reyes,Detroit Tigers,57.0,202.0,30.0,56,4,14,8,9,45,0.277,0.315,0.391,0.706
2019,645302,Victor Robles,Washington Nationals,155.0,546.0,86.0,139,17,65,28,35,140,0.255,0.326,0.419,0.745
2020,645302,Victor Robles,Washington Nationals,52.0,168.0,20.0,37,3,15,4,9,53,0.22,0.293,0.315,0.608
2024,18363,Victor Robles,- - -,,,,78,4,28,34,21,53,0.307,0.381,0.433,0.814
2024,31349,Victor Scott II,STL,,,,26,2,10,5,6,42,0.179,0.219,0.283,0.502
2025,31349,Victor Scott II,STL,,,,43,2,18,14,17,42,0.283,0.355,0.388,0.743
2024,20536,Vidal Brujan,MIA,,,,55,2,16,5,25,54,0.222,0.303,0.319,0.622
2024,27676,Vinnie Pasquantino,KCR,,,,130,19,97,1,40,71,0.262,0.315,0.446,0.76
2025,27676,Vinnie Pasquantino,KCR,,,,47,8,29,0,12,40,0.234,0.279,0.388,0.667
2025,25040,Vinny Capra,- - -,,,,4,1,4,1,2,15,0.074,0.121,0.13,0.25
2002,112106,Vinny Castilla,Atlanta Braves,143.0,543.0,56.0,126,12,61,4,22,69,0.232,0.268,0.348,0.616
2003,112106,Vinny Castilla,Atlanta Braves,147.0,542.0,65.0,150,22,76,1,26,86,0.277,0.31,0.461,0.771
2004,112106,Vinny Castilla,Colorado Rockies,148.0,583.0,93.0,158,35,131,0,51,113,0.271,0.332,0.535,0.867
2005,112106,Vinny Castilla,Washington Nationals,142.0,494.0,53.0,125,12,66,4,43,82,0.253,0.319,0.403,0.722
2000,115223,Vladimir Guerrero,Montreal Expos,154.0,571.0,101.0,197,44,123,9,58,74,0.345,0.41,0.664,1.074
2001,115223,Vladimir Guerrero,Montreal Expos,159.0,599.0,107.0,184,34,108,37,60,88,0.307,0.377,0.566,0.943
2002,115223,Vladimir Guerrero,Montreal Expos,161.0,614.0,106.0,206,39,111,40,84,70,0.336,0.417,0.593,1.01
2004,115223,Vladimir Guerrero,Anaheim Angels,156.0,612.0,124.0,206,39,126,15,52,74,0.337,0.391,0.598,0.989
2005,115223,Vladimir Guerrero,Los Angeles Angels,141.0,520.0,95.0,165,32,108,13,61,48,0.317,0.394,0.565,0.959
2006,115223,Vladimir Guerrero,Los Angeles Angels,156.0,607.0,92.0,200,33,116,15,50,68,0.329,0.382,0.552,0.934
2007,115223,Vladimir Guerrero,Los Angeles Angels,150.0,574.0,89.0,186,27,125,2,71,62,0.324,0.403,0.547,0.95
2008,115223,Vladimir Guerrero,Los Angeles Angels,143.0,541.0,85.0,164,27,91,5,51,77,0.303,0.365,0.521,0.886
2010,115223,Vladimir Guerrero,Texas Rangers,152.0,593.0,83.0,178,29,115,4,35,60,0.3,0.345,0.496,0.841
2011,115223,Vladimir Guerrero,Baltimore Orioles,145.0,562.0,60.0,163,13,63,2,17,56,0.29,0.317,0.416,0.733
2019,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,123.0,464.0,52.0,126,15,69,0,46,91,0.272,0.339,0.433,0.772
2020,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,60.0,221.0,34.0,58,9,33,1,20,38,0.262,0.329,0.462,0.791
2021,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,161.0,604.0,123.0,188,48,111,4,86,110,0.311,0.401,0.601,1.002
2022,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,160.0,638.0,90.0,175,32,97,8,58,116,0.274,0.339,0.48,0.819
2023,665489,Vladimir Guerrero Jr.,Toronto Blue Jays,156.0,602.0,78.0,159,26,94,5,67,100,0.264,0.345,0.444,0.789
2024,19611,Vladimir Guerrero Jr.,TOR,,,,199,30,103,2,72,96,0.323,0.396,0.544,0.94
2025,19611,Vladimir Guerrero Jr.,TOR,,,,51,6,22,0,31,37,0.274,0.38,0.414,0.794
2000,150255,Warren Morris,Pittsburgh Pirates,144.0,528.0,68.0,137,3,43,7,65,78,0.259,0.341,0.343,0.684
2024,22857,Wenceel Perez,DET,,,,94,9,37,9,32,92,0.242,0.3,0.383,0.683
2003,136500,Wes Helms,Milwaukee Brewers,134.0,476.0,56.0,124,23,67,0,43,131,0.261,0.33,0.45,0.78
2024,19358,Weston Wilson,PHI,,,,25,3,10,3,8,29,0.284,0.347,0.489,0.836
2017,593160,Whit Merrifield,Kansas City Royals,145.0,587.0,80.0,169,19,78,34,29,88,0.288,0.324,0.46,0.784
2018,593160,Whit Merrifield,Kansas City Royals,158.0,632.0,88.0,192,12,60,45,61,114,0.304,0.367,0.438,0.805
2019,593160,Whit Merrifield,Kansas City Royals,162.0,681.0,105.0,206,16,74,20,45,126,0.302,0.348,0.463,0.811
2020,593160,Whit Merrifield,Kansas City Royals,60.0,248.0,38.0,70,9,30,12,12,33,0.282,0.325,0.44,0.765
2021,593160,Whit Merrifield,Kansas City Royals,162.0,664.0,97.0,184,10,74,40,40,103,0.277,0.317,0.395,0.712
2022,593160,Whit Merrifield,Toronto Blue Jays,139.0,504.0,70.0,126,11,58,16,38,85,0.25,0.298,0.375,0.673
2023,593160,Whit Merrifield,Toronto Blue Jays,145.0,547.0,66.0,149,11,67,26,36,101,0.272,0.318,0.382,0.7
2024,11281,Whit Merrifield,- - -,,,,65,4,15,17,35,52,0.222,0.311,0.314,0.625
2016,571976,Wil Myers,San Diego Padres,157.0,599.0,99.0,155,28,94,28,68,160,0.259,0.336,0.461,0.797
2017,571976,Wil Myers,San Diego Padres,155.0,567.0,80.0,138,30,74,20,70,180,0.243,0.328,0.464,0.792
2020,571976,Wil Myers,San Diego Padres,55.0,198.0,34.0,57,15,40,2,18,56,0.288,0.353,0.606,0.959
2024,21853,Will Benson,CIN,,,,64,14,43,16,40,154,0.187,0.274,0.376,0.65
2024,25660,Will Brennan,CLE,,,,87,8,30,4,19,48,0.264,0.309,0.388,0.697
2022,669257,Will Smith,Los Angeles Dodgers,137.0,508.0,68.0,132,24,87,1,56,96,0.26,0.343,0.465,0.808
2023,669257,Will Smith,Los Angeles Dodgers,126.0,464.0,80.0,121,19,76,3,63,89,0.261,0.359,0.438,0.797
2024,19197,Will Smith,LAD,,,,118,20,75,1,51,105,0.248,0.327,0.433,0.76
2025,19197,Will Smith,LAD,,,,43,4,27,2,29,30,0.336,0.457,0.5,0.957
2013,461416,Will Venable,San Diego Padres,151.0,481.0,64.0,129,22,53,22,29,118,0.268,0.312,0.484,0.796
2024,29634,Will Wagner,TOR,,,,25,2,11,0,4,16,0.305,0.337,0.451,0.788
2025,29634,Will Wagner,TOR,,,,11,0,2,1,8,15,0.186,0.284,0.22,0.504
2024,17338,Willi Castro,MIN,,,,138,12,60,14,51,150,0.247,0.331,0.385,0.717
2025,17338,Willi Castro,MIN,,,,25,2,7,2,9,28,0.236,0.314,0.368,0.681
2023,661388,William Contreras,Milwaukee Brewers,141.0,540.0,86.0,156,17,78,6,63,126,0.289,0.367,0.457,0.824
2024,20503,William Contreras,MIL,,,,167,23,92,9,78,139,0.281,0.365,0.466,0.831
2025,20503,William Contreras,MIL,,,,43,5,24,5,31,38,0.253,0.366,0.376,0.743
2024,17838,Willie Calhoun,LAA,,,,56,5,20,0,23,31,0.245,0.315,0.38,0.695
2018,575929,Willson Contreras,Chicago Cubs,138.0,474.0,50.0,118,10,54,4,53,121,0.249,0.339,0.39,0.729
2020,575929,Willson Contreras,Chicago Cubs,57.0,189.0,37.0,46,7,26,1,20,57,0.243,0.356,0.407,0.763
2024,11609,Willson Contreras,STL,,,,79,15,36,4,45,96,0.262,0.38,0.468,0.848
2025,11609,Willson Contreras,STL,,,,46,6,28,2,16,51,0.25,0.332,0.397,0.728
2019,642715,Willy Adames,Tampa Bay Rays,152.0,531.0,69.0,135,20,52,4,46,153,0.254,0.317,0.418,0.735
2020,642715,Willy Adames,Tampa Bay Rays,54.0,185.0,29.0,48,8,23,2,20,74,0.259,0.332,0.481,0.813
2022,642715,Willy Adames,Milwaukee Brewers,139.0,563.0,83.0,134,31,98,8,49,166,0.238,0.298,0.458,0.756
2023,642715,Willy Adames,Milwaukee Brewers,149.0,553.0,73.0,120,24,80,5,71,165,0.217,0.31,0.407,0.717
2024,15986,Willy Adames,MIL,,,,153,32,112,21,74,173,0.251,0.331,0.462,0.794
2025,15986,Willy Adames,SFG,,,,43,5,24,2,23,58,0.216,0.298,0.352,0.65
2005,430838,Willy Taveras,Houston Astros,152.0,592.0,82.0,172,3,29,34,25,103,0.291,0.325,0.341,0.666
2006,430838,Willy Taveras,Houston Astros,149.0,529.0,83.0,147,1,30,33,34,88,0.278,0.333,0.338,0.671
2008,430838,Willy Taveras,Colorado Rockies,133.0,479.0,64.0,120,1,26,68,36,79,0.251,0.308,0.296,0.604
2015,527038,Wilmer Flores,New York Mets,137.0,483.0,55.0,127,16,59,0,19,63,0.263,0.295,0.408,0.703
2020,527038,Wilmer Flores,San Francisco Giants,55.0,198.0,30.0,53,12,32,1,13,36,0.268,0.315,0.515,0.83
2022,527038,Wilmer Flores,San Francisco Giants,151.0,525.0,72.0,120,19,71,0,59,103,0.229,0.316,0.394,0.71
2024,5827,Wilmer Flores,SFG,,,,44,4,26,0,20,33,0.206,0.277,0.318,0.595
2025,5827,Wilmer Flores,SFG,,,,46,10,43,1,16,36,0.257,0.321,0.436,0.757
2015,467092,Wilson Ramos,Washington Nationals,128.0,475.0,41.0,109,15,68,0,21,101,0.229,0.258,0.358,0.616
2016,467092,Wilson Ramos,Washington Nationals,131.0,482.0,58.0,148,22,80,0,35,79,0.307,0.354,0.496,0.85
2019,467092,Wilson Ramos,New York Mets,141.0,473.0,52.0,136,14,73,1,44,69,0.288,0.351,0.416,0.767
2024,23772,Wilyer Abreu,BOS,,,,101,15,58,8,40,125,0.253,0.322,0.459,0.781
2025,23772,Wilyer Abreu,BOS,,,,43,11,27,4,22,38,0.257,0.344,0.503,0.847
2024,33333,Wyatt Langford,TEX,,,,126,16,74,19,51,115,0.253,0.325,0.415,0.74
2025,33333,Wyatt Langford,TEX,,,,38,9,20,10,20,42,0.245,0.331,0.465,0.796
2014,593428,Xander Bogaerts,Boston Red Sox,144.0,538.0,60.0,129,12,46,2,39,138,0.24,0.297,0.362,0.659
2015,593428,Xander Bogaerts,Boston Red Sox,156.0,613.0,84.0,196,7,81,10,32,101,0.32,0.355,0.421,0.776
2016,593428,Xander Bogaerts,Boston Red Sox,157.0,652.0,115.0,192,21,89,13,58,123,0.294,0.356,0.446,0.802
2017,593428,Xander Bogaerts,Boston Red Sox,148.0,571.0,94.0,156,10,62,15,56,116,0.273,0.343,0.403,0.746
2018,593428,Xander Bogaerts,Boston Red Sox,136.0,513.0,72.0,148,23,103,8,55,102,0.288,0.36,0.522,0.882
2019,593428,Xander Bogaerts,Boston Red Sox,155.0,614.0,110.0,190,33,117,4,76,122,0.309,0.384,0.555,0.939
2020,593428,Xander Bogaerts,Boston Red Sox,56.0,203.0,36.0,61,11,28,8,21,41,0.3,0.364,0.502,0.866
2021,593428,Xander Bogaerts,Boston Red Sox,144.0,529.0,90.0,156,23,79,5,62,113,0.295,0.37,0.493,0.863
2022,593428,Xander Bogaerts,Boston Red Sox,150.0,557.0,84.0,171,15,73,8,57,118,0.307,0.377,0.456,0.833
2023,593428,Xander Bogaerts,San Diego Padres,155.0,596.0,83.0,170,19,58,19,56,110,0.285,0.35,0.44,0.79
2024,12161,Xander Bogaerts,SDP,,,,113,11,44,13,28,79,0.264,0.307,0.381,0.688
2025,12161,Xander Bogaerts,SDP,,,,39,3,20,9,23,39,0.236,0.326,0.345,0.672
2024,22266,Xavier Edwards,MIA,,,,87,1,26,31,33,52,0.328,0.397,0.423,0.82
2025,22266,Xavier Edwards,MIA,,,,45,0,11,11,19,34,0.263,0.337,0.292,0.629
2006,294558,Xavier Nady,Pittsburgh Pirates,130.0,468.0,57.0,131,17,63,3,30,85,0.28,0.337,0.453,0.79
2009,425877,Yadier Molina,St. Louis Cardinals,140.0,481.0,45.0,141,6,54,9,50,39,0.293,0.366,0.383,0.749
2010,425877,Yadier Molina,St. Louis Cardinals,136.0,465.0,34.0,122,6,62,8,42,51,0.262,0.329,0.342,0.671
2011,425877,Yadier Molina,St. Louis Cardinals,139.0,475.0,55.0,145,14,65,4,33,44,0.305,0.349,0.465,0.814
2012,425877,Yadier Molina,St. Louis Cardinals,138.0,505.0,65.0,159,22,76,12,45,55,0.315,0.373,0.501,0.874
2013,425877,Yadier Molina,St. Louis Cardinals,136.0,505.0,68.0,161,12,80,3,30,55,0.319,0.359,0.477,0.836
2015,425877,Yadier Molina,St. Louis Cardinals,136.0,488.0,34.0,132,4,61,3,32,59,0.27,0.31,0.35,0.66
2016,425877,Yadier Molina,St. Louis Cardinals,147.0,534.0,56.0,164,8,58,3,39,63,0.307,0.36,0.427,0.787
2017,425877,Yadier Molina,St. Louis Cardinals,136.0,501.0,60.0,137,18,82,9,28,74,0.273,0.312,0.439,0.751
2018,425877,Yadier Molina,St. Louis Cardinals,123.0,459.0,55.0,120,20,74,4,29,66,0.261,0.314,0.436,0.75
2024,23003,Yainer Diaz,HOU,,,,175,16,84,2,24,107,0.299,0.325,0.441,0.766
2025,23003,Yainer Diaz,HOU,,,,39,5,22,0,6,36,0.227,0.261,0.36,0.622
2014,543228,Yan Gomes,Cleveland Indians,135.0,485.0,61.0,135,21,74,0,24,120,0.278,0.313,0.472,0.785
2024,9627,Yan Gomes,CHC,,,,14,2,7,0,2,36,0.154,0.179,0.242,0.421
2024,16578,Yandy Diaz,TBR,,,,158,14,65,0,50,95,0.281,0.341,0.414,0.755
2025,16578,Yandy Diaz,TBR,,,,47,7,27,3,13,27,0.249,0.298,0.407,0.705
2021,650490,Yandy Díaz,Tampa Bay Rays,134.0,465.0,62.0,119,13,64,1,69,85,0.256,0.353,0.387,0.74
2022,650490,Yandy Díaz,Tampa Bay Rays,137.0,473.0,71.0,140,9,57,3,78,60,0.296,0.401,0.423,0.824
2023,650490,Yandy Díaz,Tampa Bay Rays,137.0,525.0,95.0,173,22,78,0,65,94,0.33,0.41,0.522,0.932
2015,500208,Yangervis Solarte,San Diego Padres,152.0,526.0,63.0,142,14,63,1,34,56,0.27,0.32,0.428,0.748
2017,500208,Yangervis Solarte,San Diego Padres,128.0,466.0,49.0,119,18,64,3,37,61,0.255,0.314,0.416,0.73
2018,500208,Yangervis Solarte,Toronto Blue Jays,122.0,468.0,50.0,106,17,54,1,31,72,0.226,0.277,0.378,0.655
2014,624577,Yasiel Puig,Los Angeles Dodgers,148.0,558.0,92.0,165,16,69,11,67,124,0.296,0.382,0.48,0.862
2017,624577,Yasiel Puig,Los Angeles Dodgers,152.0,499.0,72.0,131,28,74,15,64,100,0.263,0.346,0.487,0.833
2018,518735,Yasmani Grandal,Los Angeles Dodgers,140.0,440.0,65.0,106,24,68,2,72,124,0.241,0.349,0.466,0.815
2019,518735,Yasmani Grandal,Milwaukee Brewers,153.0,513.0,79.0,126,28,77,5,109,139,0.246,0.38,0.468,0.848
2020,518735,Yasmani Grandal,Chicago White Sox,46.0,161.0,27.0,37,8,27,0,30,58,0.23,0.351,0.422,0.773
2024,11368,Yasmani Grandal,PIT,,,,49,9,27,1,24,46,0.228,0.304,0.4,0.704
2016,630111,Yasmany Tomás,Arizona Diamondbacks,140.0,530.0,72.0,144,31,83,2,31,136,0.272,0.313,0.508,0.821
2025,17232,Yoan Moncada,LAA,,,,18,4,17,0,11,24,0.237,0.344,0.487,0.831
2012,493316,Yoenis Cespedes,Oakland Athletics,129.0,487.0,70.0,142,23,82,16,43,102,0.292,0.356,0.505,0.861
2013,493316,Yoenis Cespedes,Oakland Athletics,135.0,529.0,74.0,127,26,80,7,37,137,0.24,0.294,0.442,0.736
2014,493316,Yoenis Cespedes,Boston Red Sox,152.0,600.0,89.0,156,22,100,7,35,128,0.26,0.301,0.45,0.751
2016,493316,Yoenis Cespedes,New York Mets,132.0,479.0,72.0,134,31,86,3,51,108,0.28,0.354,0.53,0.884
2017,570560,Yolmer Sánchez,Chicago White Sox,141.0,484.0,63.0,129,12,59,8,35,111,0.267,0.319,0.413,0.732
2018,570560,Yolmer Sánchez,Chicago White Sox,155.0,600.0,62.0,145,8,55,14,49,138,0.242,0.306,0.372,0.678
2019,570560,Yolmer Sánchez,Chicago White Sox,149.0,496.0,59.0,125,2,43,5,44,117,0.252,0.318,0.321,0.639
2012,475174,Yonder Alonso,San Diego Padres,155.0,549.0,47.0,150,9,62,3,62,101,0.273,0.348,0.393,0.741
2016,475174,Yonder Alonso,Oakland Athletics,156.0,482.0,52.0,122,7,56,3,45,74,0.253,0.316,0.367,0.683
2017,475174,Yonder Alonso,Seattle Mariners,142.0,451.0,72.0,120,28,67,2,68,118,0.266,0.365,0.501,0.866
2018,475174,Yonder Alonso,Cleveland Indians,145.0,516.0,64.0,129,23,83,0,51,123,0.25,0.317,0.421,0.738
2021,670541,Yordan Alvarez,Houston Astros,144.0,537.0,92.0,149,33,104,1,50,145,0.277,0.346,0.531,0.877
2022,670541,Yordan Alvarez,Houston Astros,135.0,470.0,95.0,144,37,97,1,78,106,0.306,0.406,0.613,1.019
2024,19556,Yordan Alvarez,HOU,,,,170,35,86,6,69,95,0.308,0.392,0.567,0.959
2025,19556,Yordan Alvarez,HOU,,,,21,3,18,1,16,21,0.21,0.306,0.34,0.646
2018,660162,Yoán Moncada,Chicago White Sox,149.0,578.0,73.0,136,17,61,12,67,217,0.235,0.315,0.4,0.715
2019,660162,Yoán Moncada,Chicago White Sox,132.0,511.0,83.0,161,25,79,10,40,154,0.315,0.367,0.548,0.915
2020,660162,Yoán Moncada,Chicago White Sox,52.0,200.0,28.0,45,6,24,0,28,72,0.225,0.32,0.385,0.705
2021,660162,Yoán Moncada,Chicago White Sox,144.0,520.0,74.0,137,14,61,3,84,157,0.263,0.375,0.412,0.787
2017,493329,Yuli Gurriel,Houston Astros,139.0,529.0,69.0,158,18,75,3,22,62,0.299,0.332,0.486,0.818
2018,493329,Yuli Gurriel,Houston Astros,136.0,537.0,70.0,156,13,85,5,23,63,0.291,0.323,0.428,0.751
2019,493329,Yuli Gurriel,Houston Astros,144.0,564.0,85.0,168,31,104,5,37,65,0.298,0.343,0.541,0.884
